"emp_no","dept_no","from_date","to_date"
431399,"d001","1988-04-19","9999-01-01"
32908,"d005","1986-12-14","9999-01-01"
225935,"d004","1993-07-13","9999-01-01"
103335,"d001","1992-07-04","9999-01-01"
449967,"d005","1996-02-10","9999-01-01"
201810,"d004","1988-08-22","9999-01-01"
420743,"d004","1994-09-24","9999-01-01"
82917,"d008","1990-12-11","9999-01-01"
222952,"d004","1991-04-30","9999-01-01"
95321,"d005","1994-11-07","1997-11-01"
262481,"d005","1990-04-22","1990-11-19"
401018,"d005","1991-06-27","9999-01-01"
440096,"d003","1999-03-28","9999-01-01"
95206,"d001","1995-10-05","2002-06-15"
108171,"d005","1997-09-13","9999-01-01"
416931,"d004","1991-12-14","9999-01-01"
492193,"d005","1990-03-01","9999-01-01"
495991,"d005","1989-03-21","9999-01-01"
438570,"d004","1985-02-16","9999-01-01"
43650,"d007","1996-05-19","9999-01-01"
419404,"d005","1988-05-05","1998-09-09"
94834,"d005","1994-01-20","9999-01-01"
409084,"d005","1990-08-29","9999-01-01"
85271,"d009","1992-04-29","9999-01-01"
219252,"d005","1986-01-04","9999-01-01"
19692,"d009","1985-06-12","1994-02-24"
265272,"d002","1990-03-02","9999-01-01"
429142,"d004","1997-08-21","9999-01-01"
210835,"d009","1997-05-22","9999-01-01"
298589,"d004","1991-02-21","9999-01-01"
443794,"d007","1985-08-28","1985-09-28"
475440,"d009","1996-11-01","9999-01-01"
223517,"d005","1997-07-27","9999-01-01"
272566,"d003","1990-08-25","9999-01-01"
228908,"d005","1990-08-22","9999-01-01"
56521,"d005","1985-12-04","1999-04-13"
108818,"d005","1993-02-07","1995-01-18"
232979,"d006","1998-12-06","9999-01-01"
200485,"d004","1998-12-07","9999-01-01"
270297,"d005","1996-05-05","2002-01-28"
19403,"d005","1993-02-01","1997-07-04"
416115,"d005","1998-09-26","9999-01-01"
50567,"d004","1994-08-22","9999-01-01"
94957,"d004","1987-04-14","1992-04-18"
297258,"d001","1993-03-07","9999-01-01"
14067,"d004","1994-02-14","9999-01-01"
237317,"d004","1988-06-21","9999-01-01"
42677,"d007","1998-01-11","9999-01-01"
249552,"d007","1989-12-12","1990-01-31"
209668,"d009","1986-12-06","9999-01-01"
36447,"d009","1987-08-02","1991-04-16"
267317,"d005","1997-10-28","1998-11-12"
26546,"d005","1993-09-21","2001-11-18"
97408,"d007","1986-08-15","9999-01-01"
36121,"d007","1998-10-25","9999-01-01"
256061,"d007","1986-07-08","9999-01-01"
213128,"d004","1985-05-18","9999-01-01"
15370,"d008","1997-11-15","9999-01-01"
271977,"d004","1997-05-08","9999-01-01"
52278,"d005","1998-07-29","9999-01-01"
247239,"d003","1994-08-25","9999-01-01"
412700,"d005","1991-07-23","9999-01-01"
269490,"d001","1998-03-03","1998-10-10"
296658,"d005","1993-05-11","1995-09-10"
426739,"d001","1988-10-27","9999-01-01"
235304,"d005","1996-03-10","9999-01-01"
98454,"d008","1985-09-24","9999-01-01"
296094,"d005","1992-04-16","9999-01-01"
16765,"d004","1996-05-03","9999-01-01"
486691,"d008","1994-05-07","9999-01-01"
229098,"d009","1995-08-16","9999-01-01"
249526,"d009","1986-11-25","9999-01-01"
430672,"d004","1990-03-12","9999-01-01"
419371,"d001","1993-02-13","1993-10-14"
261830,"d005","1994-10-30","9999-01-01"
56413,"d004","1997-05-29","9999-01-01"
105016,"d009","1993-06-28","9999-01-01"
220161,"d005","1998-12-11","1998-12-24"
426295,"d005","1985-09-11","9999-01-01"
430042,"d005","1991-06-11","9999-01-01"
298747,"d004","1989-10-21","9999-01-01"
459303,"d007","1985-09-20","9999-01-01"
413759,"d007","1989-05-31","9999-01-01"
412001,"d006","1986-05-27","9999-01-01"
440447,"d007","1986-09-14","1988-12-24"
24679,"d003","1985-08-24","1998-03-30"
489097,"d004","1990-06-16","9999-01-01"
19428,"d001","1987-05-11","9999-01-01"
264773,"d002","1992-04-23","9999-01-01"
403264,"d003","1995-10-15","9999-01-01"
429546,"d004","1997-06-12","9999-01-01"
97576,"d005","1998-02-20","9999-01-01"
286782,"d005","1989-12-03","9999-01-01"
21832,"d002","1985-07-02","9999-01-01"
213587,"d002","1992-07-16","1997-11-11"
211858,"d004","1985-03-24","9999-01-01"
240027,"d004","1989-06-04","9999-01-01"
240831,"d002","1990-11-15","9999-01-01"
10604,"d004","2002-07-29","9999-01-01"
236555,"d007","1990-08-16","1999-11-10"
83711,"d001","1998-04-19","2002-06-12"
280444,"d004","1992-12-12","9999-01-01"
29184,"d005","1991-07-04","1999-06-01"
440539,"d004","1985-11-16","9999-01-01"
494267,"d007","1998-05-21","9999-01-01"
432919,"d009","1996-07-24","9999-01-01"
414904,"d004","1996-06-01","9999-01-01"
64377,"d005","1993-08-26","9999-01-01"
74063,"d007","1987-06-05","9999-01-01"
208500,"d009","1990-01-07","9999-01-01"
456973,"d004","1987-08-20","2000-09-22"
227950,"d007","1995-02-07","2002-01-10"
235655,"d005","1993-07-28","9999-01-01"
48036,"d002","1991-04-18","9999-01-01"
423381,"d004","1998-01-13","2001-06-08"
473140,"d005","1987-09-05","9999-01-01"
227064,"d008","2000-05-03","9999-01-01"
243851,"d008","1998-12-24","9999-01-01"
235102,"d007","1995-10-20","9999-01-01"
270495,"d005","1986-05-20","2001-04-16"
489848,"d005","1994-01-29","1998-10-14"
208251,"d008","2000-04-07","9999-01-01"
212191,"d004","1987-12-30","9999-01-01"
100243,"d004","1997-01-16","9999-01-01"
280964,"d007","1997-10-20","9999-01-01"
286912,"d004","1995-02-04","9999-01-01"
423088,"d002","1997-12-19","9999-01-01"
233671,"d005","1989-05-27","2001-01-12"
52887,"d005","1999-11-25","9999-01-01"
228793,"d003","1997-12-26","9999-01-01"
10010,"d004","1996-11-24","2000-06-26"
46696,"d004","1988-09-20","9999-01-01"
272838,"d003","1995-10-06","9999-01-01"
203045,"d008","1990-04-22","1994-08-08"
30265,"d001","1985-07-27","9999-01-01"
406741,"d009","1999-04-20","9999-01-01"
490819,"d005","1997-11-30","9999-01-01"
491412,"d004","1993-05-29","2001-09-18"
22046,"d007","1998-10-06","9999-01-01"
212830,"d005","1987-12-02","9999-01-01"
69999,"d009","2001-05-20","9999-01-01"
267091,"d005","1997-09-24","9999-01-01"
276491,"d005","2000-10-06","9999-01-01"
403020,"d003","1991-11-16","9999-01-01"
102416,"d009","2000-06-30","9999-01-01"
457670,"d007","1991-01-26","9999-01-01"
210426,"d004","1998-05-19","2001-09-11"
248732,"d001","1989-08-06","9999-01-01"
51473,"d007","1998-02-07","9999-01-01"
217252,"d005","1997-01-08","2001-10-10"
74979,"d008","1992-01-28","9999-01-01"
289526,"d001","1996-12-24","9999-01-01"
489338,"d005","1992-11-29","1993-06-25"
71977,"d006","1993-04-29","9999-01-01"
294936,"d003","1999-02-10","1999-08-27"
246051,"d009","1994-07-12","1999-04-15"
26391,"d007","1985-04-25","9999-01-01"
66804,"d005","1999-04-20","9999-01-01"
262363,"d005","1986-07-13","9999-01-01"
487046,"d005","1989-12-06","9999-01-01"
278060,"d005","1989-10-23","9999-01-01"
244006,"d001","1987-01-31","9999-01-01"
29158,"d004","1996-08-27","9999-01-01"
465293,"d006","1990-11-14","9999-01-01"
434159,"d006","1992-09-14","1997-12-01"
244007,"d004","1989-05-18","9999-01-01"
52037,"d006","1995-01-17","1998-11-21"
461692,"d007","1997-05-04","9999-01-01"
472034,"d007","1998-11-03","9999-01-01"
447083,"d005","1997-03-13","9999-01-01"
292623,"d008","1998-08-04","9999-01-01"
214340,"d007","1990-09-11","2000-04-05"
103570,"d005","1995-10-13","1998-02-05"
290432,"d009","1993-01-08","9999-01-01"
279397,"d001","1992-01-30","9999-01-01"
214462,"d009","1996-01-31","9999-01-01"
79208,"d009","1992-04-26","9999-01-01"
223367,"d006","1989-03-20","9999-01-01"
27758,"d003","1990-12-26","9999-01-01"
412930,"d005","1992-02-03","9999-01-01"
24468,"d004","1992-02-17","9999-01-01"
86008,"d008","1988-11-12","1992-06-26"
426762,"d003","1987-07-03","9999-01-01"
487183,"d005","1990-09-25","9999-01-01"
13387,"d007","1987-12-05","2000-09-18"
493772,"d004","1994-11-23","9999-01-01"
92253,"d007","1992-12-02","9999-01-01"
33728,"d005","1990-11-06","9999-01-01"
456398,"d005","1987-05-20","9999-01-01"
472660,"d008","1991-08-19","9999-01-01"
497270,"d005","1986-12-08","9999-01-01"
463935,"d008","1990-07-19","1990-09-08"
408729,"d005","1985-07-06","1995-05-07"
493554,"d004","1986-12-08","1998-02-23"
404349,"d009","1995-10-03","9999-01-01"
405364,"d007","1987-07-20","9999-01-01"
268019,"d003","1994-06-12","9999-01-01"
260463,"d004","1991-04-27","2000-08-19"
294681,"d005","1992-09-24","9999-01-01"
429840,"d005","1997-11-17","9999-01-01"
414398,"d005","1987-05-27","2002-03-18"
413806,"d006","1991-03-13","2001-06-08"
284759,"d005","1996-08-25","2000-07-07"
287234,"d004","1993-09-22","9999-01-01"
38782,"d005","1985-02-02","9999-01-01"
434023,"d007","1992-06-20","9999-01-01"
418822,"d009","1996-09-10","9999-01-01"
245139,"d009","1998-10-05","9999-01-01"
263688,"d007","1998-02-17","9999-01-01"
96905,"d008","1990-09-07","9999-01-01"
297625,"d005","1995-09-10","9999-01-01"
235289,"d001","1997-09-14","9999-01-01"
496890,"d005","1988-08-21","9999-01-01"
272622,"d004","1998-05-12","9999-01-01"
73523,"d007","1992-02-04","9999-01-01"
15414,"d005","1995-09-02","9999-01-01"
291224,"d002","1991-03-27","9999-01-01"
469199,"d005","1996-03-05","2000-11-06"
249225,"d004","1990-10-02","9999-01-01"
31402,"d006","1986-12-19","9999-01-01"
245375,"d006","1986-11-20","9999-01-01"
449497,"d005","1992-08-03","9999-01-01"
14679,"d005","1993-12-01","9999-01-01"
481758,"d005","1990-09-08","9999-01-01"
260443,"d005","1992-05-30","9999-01-01"
403001,"d005","1990-03-03","1991-02-20"
233523,"d001","1985-03-11","9999-01-01"
410464,"d005","1990-01-29","9999-01-01"
63170,"d005","1988-01-25","9999-01-01"
257996,"d005","1987-11-04","9999-01-01"
412084,"d004","1999-12-05","9999-01-01"
249270,"d004","1991-10-22","9999-01-01"
281696,"d004","1991-06-04","9999-01-01"
35516,"d004","1987-07-16","9999-01-01"
61658,"d004","1988-10-03","9999-01-01"
232555,"d006","1989-01-03","9999-01-01"
38071,"d006","1990-02-21","1994-06-20"
60295,"d001","1989-06-06","9999-01-01"
222929,"d002","1987-02-03","9999-01-01"
96858,"d006","1994-09-10","9999-01-01"
266245,"d005","1991-05-04","9999-01-01"
32605,"d002","1985-02-28","9999-01-01"
232185,"d004","1998-06-17","1999-02-08"
415789,"d001","1994-06-11","9999-01-01"
250427,"d004","1991-05-03","1995-10-29"
442806,"d007","1989-08-13","9999-01-01"
280936,"d005","1985-05-22","9999-01-01"
406482,"d005","1993-06-07","9999-01-01"
53890,"d005","1989-04-05","9999-01-01"
476316,"d004","2001-05-29","9999-01-01"
29565,"d005","1986-05-01","1986-09-25"
59689,"d004","1992-12-27","1993-02-10"
201044,"d009","1990-12-24","9999-01-01"
97736,"d005","1999-04-01","2000-06-17"
243161,"d002","1991-08-13","9999-01-01"
78223,"d005","1993-06-01","9999-01-01"
417749,"d004","1992-02-01","9999-01-01"
433041,"d004","1999-06-29","2002-05-03"
73199,"d007","1999-11-04","9999-01-01"
18786,"d004","1997-09-16","9999-01-01"
458503,"d007","1988-09-16","1992-09-20"
40318,"d004","1998-05-09","9999-01-01"
294065,"d006","1999-02-04","9999-01-01"
18832,"d005","1998-09-05","2000-07-18"
462277,"d004","1988-03-05","1999-11-30"
55725,"d007","1993-01-30","9999-01-01"
237862,"d008","1996-01-14","9999-01-01"
289480,"d007","1990-09-20","9999-01-01"
233069,"d005","1999-04-07","1999-12-30"
249928,"d005","1998-12-01","9999-01-01"
406066,"d007","1994-09-23","1998-09-13"
253929,"d004","1995-01-28","9999-01-01"
295646,"d004","1996-10-27","1999-01-13"
205233,"d009","2000-09-04","9999-01-01"
467551,"d005","1995-10-18","9999-01-01"
68400,"d007","1991-10-29","9999-01-01"
485597,"d007","1995-06-15","1999-07-19"
59373,"d004","1998-07-30","9999-01-01"
68932,"d008","1986-12-24","9999-01-01"
256480,"d005","1988-10-17","2000-06-21"
446419,"d007","1995-07-11","2001-02-08"
90944,"d002","1997-06-01","9999-01-01"
63851,"d004","1997-09-25","1999-09-12"
407781,"d001","1990-09-30","9999-01-01"
42192,"d004","1996-03-19","2000-03-25"
404675,"d007","1995-04-02","9999-01-01"
434066,"d001","1997-10-18","9999-01-01"
453505,"d008","1999-09-01","9999-01-01"
437937,"d005","1989-10-25","9999-01-01"
462445,"d009","1997-02-10","9999-01-01"
49592,"d004","1985-09-20","9999-01-01"
427047,"d005","1998-03-24","1999-12-06"
88664,"d004","1988-06-22","9999-01-01"
253631,"d004","1999-01-26","2000-06-17"
250135,"d007","1992-03-26","1997-10-25"
207206,"d006","1998-04-21","2001-11-23"
423062,"d001","1995-10-31","9999-01-01"
201616,"d007","1997-01-25","9999-01-01"
12511,"d004","1993-02-01","9999-01-01"
249353,"d004","1987-02-11","9999-01-01"
257163,"d003","1994-10-08","9999-01-01"
25641,"d007","1996-10-07","9999-01-01"
437479,"d004","1996-03-07","9999-01-01"
244518,"d007","1985-12-23","9999-01-01"
497944,"d004","1997-05-30","1997-06-07"
221057,"d004","1986-08-15","9999-01-01"
97766,"d006","1992-11-15","9999-01-01"
76377,"d005","1986-06-11","1986-08-14"
35466,"d005","1993-03-02","9999-01-01"
103911,"d004","1991-03-19","9999-01-01"
75460,"d003","1997-11-17","9999-01-01"
495668,"d009","1994-10-27","9999-01-01"
58122,"d007","1998-05-17","9999-01-01"
275254,"d004","1997-05-08","9999-01-01"
446024,"d004","1999-06-28","9999-01-01"
282972,"d001","1997-10-01","9999-01-01"
404960,"d007","1996-08-02","9999-01-01"
202728,"d008","1995-10-15","1998-05-15"
89768,"d004","1990-06-13","9999-01-01"
49772,"d004","1987-02-13","9999-01-01"
293527,"d004","2000-01-11","9999-01-01"
445472,"d002","1992-06-30","9999-01-01"
495515,"d005","1990-08-14","9999-01-01"
470391,"d004","1986-04-14","9999-01-01"
411653,"d004","1986-10-07","9999-01-01"
222107,"d002","1985-08-09","1990-05-24"
457941,"d004","1992-08-18","1999-04-07"
259758,"d008","1999-02-12","2001-04-04"
270500,"d005","1986-09-10","1996-04-05"
85028,"d007","1998-01-20","9999-01-01"
256948,"d002","2000-01-25","9999-01-01"
293923,"d006","1990-01-12","9999-01-01"
230749,"d007","1986-07-21","1991-04-08"
403441,"d006","1993-09-10","9999-01-01"
32039,"d009","1989-10-29","1990-07-16"
297822,"d005","1990-09-02","1996-04-03"
66173,"d004","1999-12-29","9999-01-01"
36212,"d008","1988-03-16","1997-12-05"
60525,"d003","1993-02-17","9999-01-01"
100406,"d007","1985-10-11","9999-01-01"
102812,"d007","1992-09-25","1993-11-05"
489611,"d005","1989-06-04","9999-01-01"
477986,"d009","1987-08-17","9999-01-01"
258925,"d004","1996-12-07","9999-01-01"
36555,"d007","1987-11-06","2000-02-17"
60723,"d009","1997-08-26","9999-01-01"
440063,"d005","1990-06-02","9999-01-01"
69640,"d003","1994-11-18","9999-01-01"
100465,"d005","1986-07-17","1997-07-26"
463402,"d008","1992-10-13","9999-01-01"
490972,"d004","1998-01-11","1998-12-31"
235316,"d003","1997-03-31","9999-01-01"
22365,"d007","1999-05-24","9999-01-01"
43907,"d007","1990-07-20","1995-02-15"
238295,"d004","1992-03-29","9999-01-01"
86612,"d007","1987-09-04","9999-01-01"
299151,"d004","1994-04-24","9999-01-01"
51772,"d004","1997-12-17","2002-05-27"
261397,"d007","1999-04-19","9999-01-01"
27161,"d008","1990-09-23","9999-01-01"
242496,"d005","1996-10-16","9999-01-01"
22662,"d005","1999-09-08","9999-01-01"
422049,"d002","1987-09-12","9999-01-01"
448960,"d004","1999-04-08","9999-01-01"
426886,"d003","1985-07-16","1988-04-17"
261736,"d007","1996-11-08","9999-01-01"
19006,"d005","1996-03-25","9999-01-01"
482045,"d007","1996-07-11","9999-01-01"
221757,"d008","1999-04-19","9999-01-01"
496562,"d004","1985-03-11","9999-01-01"
68139,"d002","1995-11-18","1996-08-11"
465533,"d006","1987-09-03","1988-08-20"
37221,"d004","2000-09-04","9999-01-01"
294001,"d005","1985-11-14","1986-11-16"
477750,"d007","1997-04-03","9999-01-01"
484874,"d007","1987-02-03","9999-01-01"
428063,"d002","1987-03-20","1994-11-02"
109316,"d007","1998-05-09","9999-01-01"
211532,"d009","1992-05-05","1996-02-14"
10951,"d002","1989-07-06","9999-01-01"
96810,"d004","1997-08-06","9999-01-01"
79342,"d005","1990-09-16","2000-10-18"
18168,"d009","2001-08-26","9999-01-01"
25364,"d004","1999-05-30","9999-01-01"
495625,"d004","1993-03-01","9999-01-01"
79022,"d009","1992-07-30","9999-01-01"
451020,"d007","1991-11-26","9999-01-01"
268979,"d004","1994-03-23","9999-01-01"
231567,"d004","1995-07-28","9999-01-01"
442658,"d005","1998-04-18","9999-01-01"
275057,"d008","1996-04-16","9999-01-01"
67935,"d005","1998-09-12","9999-01-01"
227092,"d007","1989-07-04","1992-07-07"
419033,"d003","1990-09-03","9999-01-01"
85335,"d007","1993-04-18","1998-04-01"
99902,"d009","1996-01-22","1998-09-19"
57487,"d003","1987-10-12","9999-01-01"
280687,"d004","1988-06-30","9999-01-01"
207033,"d004","1994-10-24","1995-05-28"
63028,"d003","1986-12-23","9999-01-01"
281769,"d004","1986-04-05","1988-07-15"
48617,"d004","1988-10-18","9999-01-01"
46281,"d005","1992-04-25","9999-01-01"
74546,"d005","1998-01-09","9999-01-01"
219860,"d004","2001-11-13","9999-01-01"
421057,"d001","1988-06-11","9999-01-01"
438850,"d006","1994-02-28","9999-01-01"
486615,"d008","1992-04-06","9999-01-01"
247468,"d006","1990-08-12","9999-01-01"
43837,"d001","1995-01-08","9999-01-01"
53058,"d005","1999-04-12","2002-05-15"
259263,"d004","1992-02-09","9999-01-01"
245181,"d007","1991-07-13","9999-01-01"
234934,"d009","1996-05-09","9999-01-01"
11188,"d004","1987-04-23","9999-01-01"
461112,"d004","1999-09-19","2002-04-04"
483496,"d004","1986-10-07","1996-05-18"
271801,"d005","1985-04-14","9999-01-01"
280123,"d005","1998-12-05","2001-08-09"
435009,"d004","2000-01-09","9999-01-01"
32797,"d006","1985-05-17","9999-01-01"
246997,"d008","1985-06-15","9999-01-01"
424795,"d005","1998-10-18","2002-02-26"
103526,"d009","1992-10-23","9999-01-01"
461693,"d008","1995-08-07","9999-01-01"
424178,"d007","1998-12-24","1999-12-22"
11141,"d005","1993-02-12","9999-01-01"
74757,"d007","1995-04-24","9999-01-01"
57387,"d005","1994-07-12","9999-01-01"
462089,"d003","1998-02-24","9999-01-01"
426603,"d003","1993-12-05","9999-01-01"
280334,"d005","1987-06-05","9999-01-01"
264500,"d005","1998-09-30","9999-01-01"
202178,"d005","1989-11-06","9999-01-01"
297109,"d004","1995-01-07","9999-01-01"
76179,"d007","1992-09-30","9999-01-01"
278275,"d005","1985-08-13","9999-01-01"
230064,"d009","1998-05-22","1999-04-22"
94737,"d008","1987-10-25","1992-03-22"
292619,"d005","1989-05-28","9999-01-01"
74213,"d009","1997-05-29","2002-04-22"
488507,"d006","1996-07-08","9999-01-01"
466532,"d005","1986-11-29","9999-01-01"
474090,"d005","1994-12-07","9999-01-01"
475262,"d001","1991-12-20","1998-03-03"
457660,"d002","1985-06-24","9999-01-01"
410187,"d005","1987-03-11","9999-01-01"
441610,"d009","1995-05-04","9999-01-01"
277784,"d004","1997-02-09","9999-01-01"
428995,"d003","1986-07-14","9999-01-01"
86545,"d005","1992-05-30","9999-01-01"
92553,"d007","1989-07-05","9999-01-01"
239642,"d005","1989-09-12","9999-01-01"
241009,"d007","1990-03-01","9999-01-01"
10312,"d004","1986-08-28","9999-01-01"
70991,"d005","1989-02-28","9999-01-01"
74417,"d005","1996-06-18","9999-01-01"
429211,"d004","1990-02-14","9999-01-01"
250740,"d005","1985-06-12","9999-01-01"
102995,"d004","1985-02-07","9999-01-01"
109534,"d004","1986-06-16","9999-01-01"
483941,"d007","1999-08-27","2000-01-27"
489603,"d004","1988-01-16","2000-10-11"
427036,"d001","1994-05-10","1995-05-14"
436418,"d005","1994-10-09","9999-01-01"
263700,"d009","1998-11-29","2000-08-06"
49596,"d006","1985-05-25","9999-01-01"
49331,"d004","1995-11-08","9999-01-01"
85832,"d009","1995-08-29","9999-01-01"
419776,"d006","1990-01-17","9999-01-01"
10804,"d007","1997-06-09","9999-01-01"
63470,"d009","1999-05-18","9999-01-01"
17099,"d005","1996-04-14","9999-01-01"
403125,"d002","1993-01-21","9999-01-01"
233060,"d008","1997-01-29","9999-01-01"
453396,"d005","1989-10-18","9999-01-01"
295514,"d005","1994-12-28","1997-08-25"
287908,"d005","1987-07-20","9999-01-01"
292258,"d007","1990-03-27","9999-01-01"
447394,"d004","1987-03-01","9999-01-01"
21330,"d001","1994-04-18","9999-01-01"
105049,"d004","1989-12-25","9999-01-01"
494951,"d007","1994-01-11","9999-01-01"
74284,"d005","1986-05-10","9999-01-01"
72053,"d004","1988-04-21","9999-01-01"
235105,"d008","1985-08-21","9999-01-01"
461945,"d005","1997-03-06","9999-01-01"
225086,"d005","1999-10-15","2000-09-19"
414551,"d005","1994-09-13","9999-01-01"
109021,"d004","1997-10-27","9999-01-01"
42274,"d008","2000-05-29","9999-01-01"
252711,"d004","1997-06-02","9999-01-01"
243923,"d005","1998-04-07","9999-01-01"
439343,"d005","1994-02-07","9999-01-01"
428894,"d003","1996-05-26","9999-01-01"
288784,"d006","1994-10-24","9999-01-01"
92173,"d003","1991-12-06","1995-09-27"
246195,"d007","1999-02-23","9999-01-01"
427954,"d005","1994-12-09","9999-01-01"
