"emp_no","salary","from_date","to_date"
65897,72121,"2001-05-10","2002-05-10"
233905,57031,"1991-08-24","1992-08-23"
448631,57106,"2000-02-16","2001-02-15"
482441,42767,"2001-10-09","9999-01-01"
227515,82163,"1989-03-22","1990-03-22"
236195,63193,"1991-04-29","1992-04-28"
274743,105273,"1999-09-14","2000-09-13"
434088,46347,"2000-08-17","2001-08-17"
429766,69079,"1988-09-22","1989-09-22"
268968,57136,"1995-06-24","1996-06-23"
236308,44026,"1991-07-06","1992-07-05"
445635,74195,"1985-12-07","1986-12-07"
475111,60825,"1991-11-30","1992-02-17"
450709,52185,"1996-10-06","1997-10-06"
461222,75709,"2001-04-26","2001-09-03"
455275,65799,"1999-07-20","2000-07-19"
79635,64575,"2000-10-03","2001-10-03"
102439,47177,"2001-01-16","2002-01-16"
252458,47077,"1988-05-31","1989-05-31"
499108,47452,"1991-12-21","1992-12-20"
93754,53868,"1998-08-24","1999-08-24"
404667,57045,"1993-07-17","1994-07-17"
95147,54556,"1992-06-23","1993-06-23"
479986,61211,"1999-12-17","2000-12-16"
494871,44995,"1998-02-14","1999-02-14"
261034,43414,"2000-09-02","2001-09-02"
405973,59533,"1995-10-11","1996-10-10"
418482,80457,"1996-02-04","1997-02-03"
262816,67903,"2000-01-31","2001-01-30"
235660,59920,"1993-03-27","1994-03-27"
220373,82114,"1988-07-18","1989-07-18"
423210,53855,"1990-05-18","1991-05-18"
256572,66471,"1998-09-22","1999-09-22"
213252,62566,"1991-08-03","1992-08-02"
483677,66903,"1999-10-23","2000-10-22"
206713,55833,"1993-02-03","1994-02-03"
440338,55830,"1991-07-27","1992-07-26"
465692,91614,"2001-02-06","2002-02-06"
470901,53790,"1998-01-20","1999-01-20"
481667,63995,"1989-01-14","1990-01-14"
50916,62565,"1991-06-19","1992-06-18"
23988,59735,"1994-08-22","1995-08-22"
436996,63827,"1998-10-06","1999-10-06"
210784,53834,"1994-07-30","1995-07-30"
494763,51134,"1990-10-13","1991-10-13"
206224,60870,"1999-07-16","2000-07-15"
62163,41285,"1988-07-31","1989-07-31"
476986,70315,"1998-04-12","1999-04-12"
200872,78841,"1989-01-24","1990-01-24"
84092,43240,"1989-09-04","1990-09-04"
40071,55401,"2002-03-22","9999-01-01"
286941,72540,"2000-04-04","2001-04-04"
52623,67390,"2000-05-18","2001-05-18"
232042,51599,"1998-09-14","1999-09-14"
417944,61079,"1990-09-02","1991-09-02"
59183,72647,"2001-09-09","9999-01-01"
256690,78230,"1994-06-17","1995-06-17"
487962,40000,"1995-12-08","1996-10-31"
208799,77892,"2002-07-14","9999-01-01"
223391,74499,"1997-07-27","1998-07-27"
269647,52996,"1998-08-21","1999-08-21"
18174,133612,"2000-07-04","2001-07-04"
262191,88599,"1990-08-22","1991-08-22"
21844,50924,"1996-05-26","1997-05-26"
495985,64280,"2001-10-29","9999-01-01"
57509,77866,"1994-07-31","1995-07-31"
480657,59391,"1996-07-07","1997-07-07"
86421,72201,"1991-09-28","1992-09-27"
278695,66045,"1995-09-12","1996-09-11"
74386,79837,"1998-12-09","1999-12-09"
256013,51645,"1992-10-29","1993-10-29"
442425,70615,"1993-01-20","1994-01-20"
85781,59385,"2000-03-12","2001-03-12"
441590,67408,"1988-03-05","1989-03-05"
432015,65345,"1997-05-07","1998-05-07"
58986,52652,"1995-08-19","1996-08-18"
274167,79028,"1997-12-21","1998-12-21"
235128,58447,"1994-10-03","1995-10-03"
46592,73559,"1991-05-19","1992-05-18"
58576,78861,"1999-01-18","2000-01-18"
277761,51482,"1989-11-29","1990-11-29"
279405,72144,"1990-08-29","1991-08-29"
38204,101430,"1996-10-17","1997-10-17"
451706,40000,"1999-09-11","2000-09-10"
427409,74831,"1999-03-11","2000-03-10"
476658,42979,"1993-03-16","1994-03-16"
101955,62832,"1999-06-18","2000-06-17"
464141,91400,"1995-03-16","1996-03-15"
489048,47368,"1990-12-06","1991-12-06"
422637,64192,"1988-09-28","1989-09-28"
25481,40000,"1995-06-04","1996-06-03"
448017,99163,"1998-07-27","1999-07-27"
454860,58376,"1999-03-17","2000-03-16"
208812,82211,"2002-06-26","9999-01-01"
234956,55702,"1990-04-14","1991-04-14"
277254,73389,"1989-03-07","1990-03-07"
200699,69930,"1990-08-19","1991-08-19"
34419,63810,"1998-12-06","1999-12-06"
73546,56196,"1992-05-08","1993-05-08"
442320,48551,"1989-07-21","1990-07-21"
468084,76706,"1995-02-16","1996-02-16"
243194,50056,"1987-10-09","1988-10-08"
279718,62946,"1999-12-13","2000-12-12"
437488,54402,"1991-11-09","1992-11-08"
473518,54404,"1998-08-17","1999-08-17"
52531,58576,"1995-02-25","1996-02-25"
400487,68055,"2000-04-23","2001-04-23"
498261,83760,"2000-03-21","2001-03-21"
475878,93941,"1997-05-17","1998-05-17"
287428,114828,"2000-08-21","2001-07-11"
416043,73418,"2001-01-09","2002-01-09"
27269,102701,"1998-11-11","1999-11-11"
470572,112096,"2001-04-22","2002-04-22"
94636,110344,"1995-10-09","1996-10-08"
440649,47067,"1993-08-21","1994-08-21"
463505,85130,"1991-01-21","1992-01-21"
233011,63007,"1989-11-10","1990-11-10"
213355,81604,"1998-05-15","1999-05-15"
87526,84665,"1999-03-12","2000-03-11"
21358,40000,"1997-10-14","1998-10-14"
247603,75230,"1992-06-27","1993-06-27"
63745,48318,"1994-04-22","1995-04-22"
82131,105990,"2001-07-26","2002-07-26"
227169,51133,"2001-05-01","2002-05-01"
453976,40000,"1996-03-06","1997-03-06"
262008,45296,"1992-05-21","1993-05-21"
275627,40000,"1997-09-14","1998-09-14"
266732,41102,"1989-07-20","1990-07-20"
263736,63562,"1995-12-08","1996-12-07"
448341,76251,"2002-01-19","9999-01-01"
471133,53745,"2001-10-05","9999-01-01"
66568,54031,"1992-10-31","1993-10-31"
279432,95470,"1995-06-24","1996-06-23"
463509,61135,"2000-08-11","2001-08-11"
247873,83206,"2001-04-02","2002-04-02"
101597,51612,"2000-06-19","2001-06-19"
403714,64447,"2002-06-01","9999-01-01"
220850,67070,"1999-12-01","2000-11-30"
415145,40000,"1988-03-20","1989-03-20"
97098,52070,"1997-05-22","1998-05-22"
428442,62395,"1992-10-31","1993-10-31"
290125,58445,"1993-12-09","1994-12-09"
227848,110661,"2002-01-20","9999-01-01"
84311,66171,"1995-06-26","1996-06-25"
476556,54782,"1994-08-13","1995-08-13"
75681,84099,"1998-08-12","1999-08-12"
105971,66813,"1996-05-28","1997-05-28"
481894,63164,"1993-05-14","1994-05-14"
16018,73011,"1996-10-03","1997-10-03"
91861,51697,"1997-10-31","1998-10-31"
30061,65149,"1991-05-11","1992-05-10"
91207,48595,"2000-08-16","2001-08-16"
419931,59587,"1985-12-31","1986-12-31"
64915,58873,"1992-06-09","1993-06-09"
433455,43735,"1990-03-08","1991-03-08"
418848,54824,"1995-02-25","1996-02-25"
480446,84088,"1998-06-16","1999-06-16"
213647,63958,"1994-07-10","1995-07-10"
54028,101798,"1995-02-23","1996-02-23"
486240,41878,"1987-09-10","1988-09-09"
99515,45713,"1990-03-30","1991-03-30"
248303,76867,"1997-01-31","1998-01-31"
77383,40000,"1994-04-08","1995-04-08"
242465,42927,"1993-07-27","1994-07-27"
67340,54303,"2001-04-08","2002-04-08"
263351,69135,"2001-12-26","9999-01-01"
32370,92053,"2002-06-30","9999-01-01"
268397,67885,"1996-10-05","1997-10-05"
92262,64017,"1999-08-11","2000-08-10"
279869,59837,"1995-03-29","1996-03-28"
108957,56845,"2001-07-19","2002-07-19"
75206,79967,"1996-06-16","1997-06-16"
213774,71798,"1988-03-07","1989-03-07"
89658,85381,"1997-08-14","1998-08-14"
447583,49613,"1992-02-17","1993-02-16"
237314,68530,"1991-11-10","1992-11-09"
443991,72404,"1990-03-09","1991-03-09"
34740,40000,"1996-10-17","1997-10-17"
291963,72931,"2001-12-25","9999-01-01"
499997,53001,"1990-08-29","1991-08-29"
436859,52629,"1999-11-01","2000-10-31"
261869,48685,"2002-03-21","9999-01-01"
33922,40000,"1991-05-22","1991-08-15"
64164,53832,"1992-04-20","1993-04-20"
44165,46584,"1992-06-22","1993-06-22"
471913,39636,"1991-02-19","1992-02-19"
68887,46655,"2000-05-16","2001-05-16"
433892,46544,"1996-02-13","1997-02-12"
248826,43935,"1993-12-04","1994-12-04"
480894,46112,"1998-03-25","1999-03-25"
32756,68225,"2000-04-25","2001-04-25"
23768,59612,"1987-10-10","1988-10-09"
260984,54180,"1996-02-08","1997-02-07"
222425,40704,"1990-03-04","1991-03-04"
200484,58604,"2001-08-10","9999-01-01"
281174,86803,"1990-03-30","1991-03-30"
417167,71424,"1999-10-23","2000-10-22"
216244,75494,"2001-09-27","9999-01-01"
90679,76496,"2001-01-01","2002-01-01"
77167,62487,"1989-08-25","1990-08-25"
431233,82954,"1991-03-08","1992-03-07"
43994,84632,"1999-04-23","2000-04-22"
499645,65439,"1996-02-20","1997-02-19"
233487,76751,"1986-02-22","1987-02-22"
210538,92016,"1986-03-18","1987-03-18"
70502,86913,"1995-09-13","1996-09-12"
87231,75237,"2001-12-24","9999-01-01"
279718,40000,"1989-12-15","1990-12-15"
99662,75937,"1997-08-12","1998-08-12"
423409,62912,"1995-04-27","1996-04-26"
488251,53964,"1991-05-24","1992-05-23"
40043,59929,"1999-07-24","2000-07-23"
47233,49662,"1990-10-12","1991-10-12"
451255,54248,"1995-07-26","1996-07-25"
109291,62026,"1993-08-10","1994-08-10"
246560,84352,"2001-05-30","2002-05-30"
85124,42526,"1997-07-12","1998-07-12"
34641,79820,"1989-10-26","1990-10-26"
98063,69407,"1988-05-25","1989-05-25"
246870,40000,"1985-02-14","1986-02-14"
44030,92550,"1999-05-08","2000-05-07"
461339,48108,"2001-06-10","2002-06-10"
239285,70812,"1990-02-05","1991-02-05"
21238,76913,"1997-10-13","1998-10-13"
461757,50375,"1992-03-31","1993-03-31"
468014,78522,"1994-08-06","1995-08-06"
431135,90289,"2000-11-29","2001-11-29"
89589,55358,"1994-08-26","1995-08-26"
224006,82194,"1995-09-09","1996-09-08"
216773,60168,"2002-02-16","9999-01-01"
438899,60880,"1994-08-06","1995-08-06"
498031,42757,"1989-05-08","1990-05-08"
221163,67024,"2000-02-04","2001-02-03"
46753,68110,"1996-04-01","1997-04-01"
290217,60833,"1998-11-04","1999-11-04"
205303,59383,"1999-12-30","2000-12-29"
430846,49242,"1993-04-12","1994-04-12"
482751,56475,"2000-03-16","2001-03-16"
10198,44076,"1985-08-31","1986-08-31"
93387,85067,"1999-08-18","2000-08-17"
94704,57636,"1994-06-05","1995-06-05"
479145,48664,"1994-09-27","1995-09-27"
81439,78062,"1998-08-21","1999-08-21"
81735,44504,"1996-04-13","1997-04-13"
260807,45704,"1995-12-22","1996-12-21"
436052,42308,"1992-11-08","1993-11-08"
404372,72992,"1993-10-16","1994-10-16"
108077,60735,"2001-05-18","2002-05-18"
65725,99079,"2001-09-13","9999-01-01"
434314,81420,"1995-03-14","1996-03-13"
257590,76814,"1998-06-26","1999-06-26"
468549,59038,"2000-12-04","2001-12-04"
288904,57387,"1995-07-27","1996-07-26"
233182,45567,"1994-12-15","1995-12-15"
248019,49663,"1996-02-25","1997-02-24"
436027,74123,"1995-10-23","1996-10-22"
97537,81564,"2000-05-30","2001-05-30"
456811,90484,"1998-07-14","1999-07-14"
27371,54423,"2000-08-22","2001-08-22"
407667,53047,"1987-12-15","1988-12-14"
220564,92782,"2000-12-14","2001-12-14"
282205,106996,"2001-02-21","2002-02-21"
23762,45608,"1997-07-09","1998-07-09"
454528,43544,"1993-08-24","1994-08-24"
49338,43447,"1995-11-19","1996-11-18"
492678,93344,"2002-04-25","9999-01-01"
435230,64455,"2000-02-23","2000-04-01"
94270,56198,"1989-04-20","1990-04-20"
410114,62499,"1997-11-11","1998-11-11"
228933,42556,"1990-03-13","1991-03-13"
246686,43886,"1992-01-24","1993-01-23"
485050,77687,"2001-03-14","2002-03-14"
474314,81583,"1993-03-26","1994-03-26"
234973,42683,"1998-04-28","1999-04-28"
203767,50925,"1991-05-23","1992-05-22"
260554,123968,"2001-06-01","2002-06-01"
245651,57475,"1990-09-22","1991-09-22"
408087,64160,"1999-03-16","2000-03-15"
201875,61227,"1996-02-11","1997-02-10"
476272,70402,"1997-04-04","1998-04-04"
96058,67023,"1995-05-11","1996-05-10"
268615,41192,"1995-07-27","1996-07-26"
255758,42827,"1994-11-21","1995-09-30"
263869,78302,"1998-02-18","1999-02-18"
14150,41659,"1995-01-28","1996-01-28"
489738,63033,"1995-01-01","1996-01-01"
401608,84199,"1989-03-10","1990-03-10"
440103,81044,"1999-11-05","2000-11-04"
82436,99170,"1998-09-02","1999-09-02"
25489,66613,"1990-03-21","1991-03-21"
264785,59408,"1997-05-05","1998-05-05"
253246,94721,"1998-02-28","1999-02-28"
261738,70561,"2000-10-27","2001-10-27"
436176,59879,"1998-02-10","1999-02-10"
96657,60922,"1999-09-11","2000-09-10"
204771,67848,"1993-10-07","1994-10-07"
74176,47305,"1988-03-02","1989-03-02"
99619,93354,"1999-11-19","2000-11-18"
456783,65885,"1989-03-25","1990-03-25"
415386,50900,"1998-09-01","1999-09-01"
411494,59967,"1998-04-02","1999-04-02"
269706,70160,"1987-11-13","1988-11-12"
239960,54062,"1989-06-21","1990-06-21"
481603,44000,"1991-06-04","1991-10-28"
24321,49234,"2001-07-22","2002-07-22"
269139,44397,"1992-04-20","1993-04-20"
439889,66958,"1994-02-21","1995-02-21"
49709,53471,"1990-03-09","1991-03-09"
72725,74892,"1996-06-22","1997-06-22"
260715,42274,"1995-04-14","1996-04-13"
285141,73396,"1999-06-15","2000-06-14"
234266,58180,"1995-01-27","1996-01-27"
276417,57279,"2001-10-19","9999-01-01"
259267,43122,"2001-06-02","2002-06-02"
278708,60317,"1986-02-10","1987-02-10"
224597,99185,"2001-09-03","9999-01-01"
200186,57152,"1999-03-03","2000-03-02"
30705,55385,"1997-01-02","1998-01-02"
451829,102994,"1997-01-17","1998-01-17"
94239,43431,"1988-12-13","1989-12-13"
491390,57877,"2001-06-23","2002-06-23"
427656,45502,"1998-11-13","1999-11-13"
270577,41089,"1989-11-18","1990-11-18"
264252,72183,"1994-12-26","1995-12-26"
287156,64530,"1998-10-10","1999-10-10"
215738,101298,"1993-02-23","1994-02-23"
221775,53507,"1999-03-21","2000-03-20"
425379,73927,"1999-03-19","2000-03-18"
268251,41138,"1998-09-23","1999-09-23"
269164,63617,"1998-02-11","1999-02-11"
446098,66197,"1995-02-17","1996-02-17"
33951,85816,"1999-04-27","2000-04-26"
77698,39509,"1991-07-24","1992-07-23"
271299,53158,"1992-08-04","1993-08-04"
246393,70849,"2001-02-18","2002-02-18"
200745,49161,"1992-10-22","1993-10-22"
429241,50199,"1998-11-15","1999-11-15"
97642,64457,"1997-11-25","1998-11-25"
435354,100215,"1991-06-25","1992-06-24"
96401,40916,"1993-08-27","1994-08-27"
436183,50246,"1993-11-09","1994-11-09"
209189,72245,"1995-10-08","1996-10-07"
82159,97128,"1998-03-23","1999-03-23"
206035,74753,"1994-01-01","1995-01-01"
478838,87090,"2002-02-23","9999-01-01"
249540,54154,"1992-10-03","1993-10-03"
493927,65265,"2002-02-22","9999-01-01"
426768,41123,"2000-10-08","2001-10-08"
250711,54071,"1989-07-31","1990-07-31"
51662,66378,"1992-10-14","1993-10-14"
43729,42394,"2001-11-17","9999-01-01"
260195,48079,"1987-01-04","1988-01-04"
411761,79677,"1994-08-20","1995-08-20"
416848,50376,"2000-11-25","2001-11-25"
296808,59749,"1999-07-04","2000-07-03"
55099,43039,"2001-06-14","2002-06-14"
478379,63976,"1996-05-13","1997-05-13"
10185,73202,"1988-02-29","1989-02-28"
418639,77371,"1996-09-13","1997-09-13"
479235,112897,"2000-04-09","2001-04-09"
236164,47557,"1990-05-06","1991-05-06"
22621,51239,"1993-07-13","1994-07-13"
490276,87791,"2002-07-09","9999-01-01"
434982,59104,"1992-04-22","1993-04-22"
419668,59276,"1996-11-03","1997-11-03"
447322,67077,"1988-03-03","1989-03-03"
202506,59524,"2000-01-26","2001-01-25"
208725,41468,"1999-12-04","2000-12-03"
447412,42982,"1988-08-19","1989-08-19"
57738,53654,"1992-11-19","1993-07-11"
12079,56390,"1991-12-08","1992-12-07"
203908,107614,"2000-06-25","2001-06-25"
91263,48261,"1985-06-01","1986-06-01"
211559,76136,"1999-12-01","2000-11-30"
52986,96210,"2000-11-05","2001-11-05"
263939,79663,"2000-01-31","2001-01-30"
30711,67347,"1993-04-11","1994-04-11"
109783,43488,"1995-10-21","1996-10-20"
427817,41729,"1994-06-13","1995-06-13"
463208,45865,"1993-07-27","1994-07-27"
58561,51111,"1993-09-19","1994-09-19"
484171,40000,"1994-04-14","1995-04-14"
249767,70087,"1994-05-04","1995-05-04"
268147,60085,"1995-11-29","1996-11-28"
16386,49337,"2001-01-17","2002-01-17"
230930,68073,"1998-03-13","1999-03-13"
39924,89740,"2001-06-29","2002-06-29"
42502,48643,"1999-03-18","2000-03-17"
249674,82522,"1999-08-22","2000-08-21"
463057,82109,"1992-10-10","1993-10-10"
47383,90291,"1994-01-27","1995-01-27"
401260,53547,"1993-06-17","1994-06-17"
270749,63770,"2000-01-20","2001-01-19"
427179,57203,"1997-01-07","1998-01-07"
24951,55287,"1991-09-23","1992-09-22"
287741,69735,"1990-04-07","1991-04-06"
223753,51339,"1991-09-29","1992-09-28"
88801,50496,"1991-09-20","1992-09-19"
215123,82128,"1999-12-28","2000-12-27"
429930,60377,"2002-01-08","9999-01-01"
104901,52151,"1992-04-17","1993-04-17"
227588,40000,"1999-01-30","2000-01-30"
472746,46127,"1988-03-19","1989-03-19"
440745,44523,"2000-05-31","2001-05-31"
85582,71662,"1998-11-24","1999-11-24"
488304,61515,"1995-11-17","1996-11-16"
287574,90876,"2000-10-06","2001-10-06"
248834,40000,"1995-03-30","1996-03-29"
98045,63022,"1989-03-27","1990-03-27"
465539,44441,"1989-09-26","1990-09-26"
293024,69952,"2001-11-19","9999-01-01"
455982,60236,"2001-01-02","2002-01-02"
405434,54615,"1998-12-26","1999-12-26"
12270,54571,"1990-08-19","1991-08-19"
68500,62388,"1994-10-10","1995-10-10"
244231,50187,"1998-01-11","1999-01-11"
484090,51351,"1987-04-27","1988-04-26"
484301,97789,"1997-02-19","1998-02-19"
202454,46886,"1995-01-05","1996-01-05"
270142,57992,"1994-05-09","1995-05-09"
426802,42127,"1992-09-09","1993-09-09"
218913,44275,"2000-03-17","2001-03-17"
255843,84592,"1994-04-01","1995-04-01"
62166,70946,"1997-04-02","1998-04-02"
427313,63792,"1997-12-01","1998-12-01"
497970,68909,"2002-06-02","9999-01-01"
277867,52249,"1998-03-07","1999-01-20"
446266,48052,"1993-07-16","1994-07-16"
454786,44535,"1988-03-09","1989-03-09"
202712,40931,"1992-12-08","1993-12-08"
98064,66391,"1998-09-15","1999-09-15"
106994,73156,"1999-07-13","2000-07-12"
217310,97138,"2001-05-11","2002-05-11"
461466,58293,"2001-12-07","9999-01-01"
108309,64747,"1999-07-26","2000-07-25"
424403,90668,"2002-04-15","9999-01-01"
82813,55516,"1997-12-05","1998-12-05"
265581,60661,"1990-05-17","1991-05-17"
230931,45861,"1998-03-05","1999-03-05"
417634,44629,"2000-12-05","2001-12-05"
55920,42069,"1993-05-12","1994-05-12"
277792,51747,"2000-02-10","2001-02-09"
43859,68582,"1994-12-19","1995-12-19"
35646,52214,"1990-01-22","1991-01-22"
215598,47063,"1989-12-09","1990-12-09"
470739,50815,"1991-01-12","1992-01-12"
32566,80210,"1997-12-07","1998-12-07"
297480,106273,"1997-07-29","1998-07-29"
109930,53286,"2000-07-05","2001-07-05"
61643,43446,"1993-05-05","1994-05-05"
49495,55057,"1986-05-24","1987-05-24"
45912,49970,"2002-06-16","9999-01-01"
82976,78811,"2001-08-17","9999-01-01"
73720,45005,"1991-07-11","1992-07-10"
218602,60583,"1998-10-22","1999-10-22"
67190,86158,"2002-01-27","9999-01-01"
490412,84411,"1992-03-03","1993-03-03"
44706,43372,"2001-08-22","9999-01-01"
95145,50368,"1998-08-12","1999-08-12"
255326,60473,"2000-04-22","2001-04-22"
499965,61773,"1988-10-05","1989-10-05"
108974,75616,"2000-05-28","2001-05-28"
207489,61188,"1996-04-09","1997-04-09"
206584,51049,"1998-10-30","1999-10-31"
278645,103314,"2000-06-28","2001-06-28"
263820,102833,"2002-05-24","9999-01-01"
451944,59407,"2001-07-17","2002-03-29"
41169,112237,"2002-06-11","9999-01-01"
81468,68197,"2000-05-12","2001-05-12"
215863,74877,"1995-12-09","1996-12-08"
204232,46157,"1999-01-13","2000-01-13"
243519,92006,"2001-12-07","9999-01-01"
414320,53251,"1997-08-15","1998-08-15"
55028,90431,"1998-01-27","1999-01-27"
440449,70446,"1997-06-23","1998-06-23"
445794,71998,"2001-08-23","9999-01-01"
293915,92880,"1996-04-27","1997-04-27"
277085,60219,"1988-11-11","1989-11-11"
11231,54711,"1997-04-04","1998-04-04"
209009,80242,"1994-03-17","1995-03-17"
69644,48628,"1998-03-18","1999-03-18"
487838,48845,"1996-06-24","1997-06-24"
202121,68526,"1992-08-28","1993-08-28"
267931,47703,"1994-11-18","1995-11-18"
488861,59188,"2001-11-15","9999-01-01"
210977,62843,"2002-02-03","9999-01-01"
72435,68943,"2001-10-11","9999-01-01"
405430,59992,"2000-06-16","2001-06-16"
214326,41559,"1998-11-18","1999-11-18"
278170,57299,"1992-12-09","1993-12-09"
467544,68852,"2000-01-08","2001-01-07"
229764,88794,"2001-07-09","2002-07-09"
262047,70705,"1986-05-07","1987-05-07"
434742,40000,"1985-09-14","1986-09-14"
449489,97283,"1993-12-28","1994-12-28"
413449,55673,"1996-06-19","1997-06-19"
429789,69649,"2001-06-18","2002-06-18"
400987,40340,"2001-11-25","9999-01-01"
66234,79034,"1988-12-11","1989-12-11"
73560,55068,"2000-09-12","2001-09-12"
445035,82884,"2001-04-05","2002-04-04"
462868,94607,"2002-05-05","9999-01-01"
493750,98231,"2001-10-28","9999-01-01"
486205,57150,"2001-11-06","9999-01-01"
39407,64711,"2000-08-18","2001-08-18"
443796,40000,"1993-10-26","1994-10-26"
237320,87654,"2001-05-12","2002-05-12"
409496,44659,"1993-02-10","1994-02-10"
53194,50125,"1991-04-24","1992-04-23"
271581,59720,"1992-07-29","1993-07-29"
54489,44540,"1993-02-23","1994-02-23"
217561,77559,"1994-11-24","1995-11-24"
29427,58294,"1999-04-11","2000-04-10"
45867,43949,"1988-06-19","1989-06-19"
470760,84513,"1997-11-15","1998-11-15"
15802,66546,"1993-04-06","1994-04-06"
74922,42394,"1989-08-25","1990-08-25"
259913,55603,"1992-12-05","1993-12-05"
232603,64056,"1993-02-19","1994-02-19"
57861,54290,"1995-04-24","1996-04-23"
290099,71797,"2000-06-27","2001-06-27"
228610,62391,"2002-03-10","9999-01-01"
400416,81094,"1987-11-19","1988-11-18"
209172,55744,"1993-12-10","1994-12-10"
251002,63391,"1992-11-03","1993-11-03"
436363,51110,"2001-08-26","9999-01-01"
105922,63695,"2001-06-28","2002-06-28"
